Fecha,Temperatura_Abrigo_150cm,Temperatura_Abrigo_150cm_Maxima,Temperatura_Abrigo_150cm_Minima,Temperatura_Intemperie_5cm_Minima,Temperatura_Intemperie_50cm_Minima,Temperatura_Suelo_5cm_Media,Temperatura_Suelo_10cm_Media,Temperatura_Inte_5cm,Temperatura_Intemperie_150cm_Minima,Humedad_Suelo,Precipitacion_Pluviometrica,Precipitacion_Cronologica,Precipitacion_Maxima_30minutos,Heliofania_Efectiva,Heliofania_Relativa,Tesion_Vapor_Media,Humedad_Media,Humedad_Media_8_14_20,Rocio_Medio,Duracion_Follaje_Mojado,Velocidad_Viento_200cm_Media,Direccion_Viento_200cm,Velocidad_Viento_1000cm_Media,Direccion_Viento_1000cm,Velocidad_Viento_Maxima,Presion_Media,Radiacion_Global,Horas_Frio,Unidades_Frio
2012-09-08 00:00:00.0,17.56181,25.1,12.3,,11.4,,16.72153,,12.0,,0.0,0.0,0.0,,,14.73675,76,63,12.48058,0.0,5.675694,E ,7.094617,C ,20.8,1013.632,,0.0,-9.296
2012-09-09 00:00:00.0,13.175,18.6,8.1,,7.5,,15.30833,,7.9,,0.0,0.0,0.0,,,9.575569,68,66,6.191261,0.0,6.159722,SE,7.699652,C ,21.0,1021.933,,0.0,3.900999
2012-09-10 00:00:00.0,13.10486,19.7,8.1,,7.4,,14.93264,,7.9,,0.0,0.0,0.0,,,10.64165,74,71,7.779367,0.0,4.002777,E ,5.003471,C ,23.1,1020.02,,0.0,3.485996
2012-09-11 00:00:00.0,15.1743,24.2,8.0,,7.2,,15.5257,,7.3,,0.0,0.0,0.0,,,14.07767,81,73,11.98042,0.0,3.414584,C ,4.26823,C ,16.8,1013.907,,0.0,-6.474001
2012-09-12 00:00:00.0,17.5125,26.3,9.2,,8.3,,16.66805,,8.7,,0.0,0.0,0.0,,,15.07513,78,71,13.03246,0.0,3.092362,C ,3.865452,C ,18.4,1014.755,,0.0,-8.714999
2012-09-13 00:00:00.0,18.7132,26.6,11.8,,11.0,,17.20764,,11.3,,0.0,0.0,0.0,,,14.77526,70,65,12.74707,0.0,4.964581,C ,6.205727,C ,23.7,1014.396,,0.0,-13.61201
2012-09-14 00:00:00.0,19.29167,25.6,13.2,,12.4,,17.50625,,13.0,,0.0,0.0,0.0,,,14.84739,70,65,12.83499,0.0,5.190972,NE,6.488715,C ,19.3,1009.806,,0.0,-13.19701
2012-09-15 00:00:00.0,20.16875,27.0,12.9,,11.8,,17.70417,,12.3,,0.0,0.0,0.0,,,17.94541,75,68,15.76913,0.9166667,4.326388,E ,5.407986,C ,34.4,1005.459,,0.0,-17.59602
2012-09-16 00:00:00.0,19.14584,23.8,14.3,,13.5,,18.1875,,13.9,,0.2,0.0,0.0,,,17.50239,81,80,15.37787,0.0,8.140972,SE,10.17622,C ,33.1,1007.559,,0.0,-16.93201
2012-09-17 00:00:00.0,16.78403,20.9,12.7,,11.0,,17.77292,,11.8,,0.0,0.2,0.2,,,14.09567,78,69,11.89406,0.0,10.47778,SE,13.09722,C ,38.4,1009.247,,0.0,-9.212999
2012-09-18 00:00:00.0,13.76042,18.8,11.7,,11.0,,15.62292,,11.2,,40.60001,27.6,5.2,,,13.40548,88,87,11.30493,0.7333335,12.5243,SE,15.65538,C ,44.7,1007.581,,0.0,2.572999
2012-09-19 00:00:00.0,11.65139,16.3,10.0,,9.2,,13.97153,,9.4,,0.2,13.2,2.2,,,11.55311,89,86,9.058189,0.0,10.04653,S ,12.55816,C ,44.1,1004.088,,1.328,10.29201
2012-09-20 00:00:00.0,11.03542,21.2,5.1,,3.9,,13.53889,,4.7,,0.4,0.4,0.4,,,9.888477,78,71,6.767272,0.0,5.595834,W ,6.994793,C ,31.6,1005.665,,5.975997,8.465999
2012-09-21 00:00:00.0,12.86944,20.2,5.3,,4.5,,13.93403,,5.2,,0.0,0.0,0.0,,,8.993775,64,53,5.399607,0.0,6.019445,W ,7.524306,C ,30.0,1010.822,,2.49,1.825999
2012-09-22 00:00:00.0,13.30347,22.2,3.6,,2.7,,14.26042,,3.6,,0.0,0.0,0.0,,,7.999237,58,48,3.6973,0.0,3.892359,C ,4.865449,C ,26.8,1016.587,,4.979998,0.5809986
2012-09-23 00:00:00.0,15.14722,21.8,9.1,,7.9,,14.43472,,8.8,,0.0,0.0,0.0,,,9.864411,54,50,6.699461,0.0,6.518055,NE,8.14757,C ,27.9,1012.224,,0.0,-9.877005
2012-09-24 00:00:00.0,14.69861,18.3,10.7,,9.6,,14.9007,,10.4,,0.0,0.0,0.0,,,9.686036,63,64,6.057024,0.0,8.018749,S ,10.02344,C ,43.6,1015.035,,0.0,3.402999
2012-09-25 00:00:00.0,9.143751,14.0,4.2,,3.2,,13.2243,,3.8,,0.0,0.0,0.0,,,7.183099,65,60,2.202056,0.0,7.103471,S ,8.879339,C ,35.9,1027.12,,8.631997,16.35101
2012-09-26 00:00:00.0,9.195138,17.4,1.0,,-0.4,,13.18819,,0.7,,0.0,0.0,0.0,,,7.846125,68,59,3.313502,0.0,4.725695,E ,5.907118,C ,18.7,1029.367,,6.805997,10.45801
2012-09-27 00:00:00.0,13.29653,20.2,5.2,,4.4,,14.02222,,4.6,,0.0,0.0,0.0,,,10.84703,69,60,8.121637,0.0,9.265976,E ,11.58247,C ,29.3,1023.855,,2.49,-3.485999
2012-09-28 00:00:00.0,16.70486,20.6,12.8,,12.1,,14.90903,,12.5,,0.0,0.0,0.0,,,13.16434,69,64,11.02753,0.0,7.62361,E ,9.529513,C ,29.1,1020.572,,0.0,-12.20101
2012-09-29 00:00:00.0,17.77431,24.2,14.4,,13.4,,16.07847,,14.1,,0.0,0.0,0.0,,,14.83148,77,75,12.83265,2.016667,4.000692,E ,5.000865,C ,19.0,1014.357,,0.0,-10.458
2012-09-30 00:00:00.0,18.67986,26.3,12.6,,11.8,,16.94722,,12.2,,0.0,0.0,0.0,,,15.97033,75,69,13.95517,3.35,5.152083,E ,6.440104,C ,20.4,1008.062,,0.0,-14.77401
2012-10-01 00:00:00.0,19.33125,27.0,14.2,,13.6,,17.90139,,13.9,,3.6,0.0,0.0,,,16.80364,78,71,14.73889,0.0,4.372222,E ,5.465278,C ,17.8,1007.248,,0.0,-13.69501
2012-10-02 00:00:00.0,15.28056,17.4,13.9,,12.9,,16.64721,,13.5,,7.399999,11.0,3.0,,,16.58903,96,97,14.56911,0.2333333,7.085416,S ,8.85677,C ,27.5,1009.614,,0.0,0.0
2012-10-03 00:00:00.0,15.35416,19.6,12.9,,12.7,,16.4125,,12.7,,0.0,0.0,0.0,,,14.85197,89,87,12.81482,0.0,5.911111,S ,7.388888,C ,25.5,1014.951,,0.0,-3.817999
2012-10-04 00:00:00.0,14.28055,20.6,5.9,,5.0,,16.0757,,5.2,,0.0,0.0,0.0,,,13.54916,82,75,11.26938,0.0,5.241665,E ,6.552081,C ,26.3,1014.599,,2.987999,-4.233001
2012-10-05 00:00:00.0,19.17847,26.2,12.3,,11.6,,17.49791,,12.0,,48.6,14.4,9.6,,,19.24648,82,78,16.78539,1.2,6.183333,E ,7.729166,C ,27.2,1007.441,,0.0,-16.68301
2012-10-06 00:00:00.0,19.00972,22.7,16.6,,16.2,,18.35694,,16.2,,0.4,34.4,7.8,,,19.2805,91,87,16.91894,0.0,4.5875,S ,5.734375,C ,26.1,1005.247,,0.0,-17.59602
2012-10-07 00:00:00.0,16.53056,19.7,14.6,,14.1,,17.55833,,14.0,,9.8,1.8,0.6,,,17.63485,95,97,15.51404,0.0,7.745138,E ,9.681422,C ,30.4,1012.537,,0.0,-7.636005
2012-10-08 00:00:00.0,17.91042,21.8,15.4,,15.0,,17.74861,,15.0,,0.0,8.2,2.0,,,20.15022,95,93,17.60308,0.0,4.130554,S ,5.163192,C ,21.3,1010.761,,0.0,-18.84102
2012-10-09 00:00:00.0,19.79514,23.4,16.4,,15.9,,18.85556,,16.0,,0.0,0.0,0.0,,,18.09385,83,81,15.73726,0.0,7.68125,S ,9.601563,C ,37.1,1010.567,,0.0,-17.26402
2012-10-10 00:00:00.0,12.7125,17.8,8.1,,7.6,,17.36875,,7.9,,0.0,0.0,0.0,,,9.564633,68,63,6.296672,0.0,8.629166,SE,10.78646,C ,33.1,1020.952,,0.0,6.474003
2012-10-11 00:00:00.0,13.95347,19.8,9.4,,8.7,,16.78195,,9.1,,0.0,0.0,0.0,,,11.63263,73,70,9.102102,0.0,4.994444,E ,6.243055,C ,21.8,1022.223,,0.0,-2.573
2012-10-12 00:00:00.0,16.94305,23.0,11.1,,10.3,,17.22292,,10.7,,0.0,0.0,0.0,,,13.31857,69,64,11.20813,0.0,7.018054,NE,8.772568,C ,24.8,1020.459,,0.0,-11.288
2012-10-13 00:00:00.0,18.69861,24.1,12.8,,11.9,,18.18611,,12.5,,0.0,0.0,0.0,,,15.50849,72,67,13.50259,0.0,6.702085,E ,8.377606,C ,25.3,1016.939,,0.0,-16.68301
2012-10-14 00:00:00.0,20.67847,25.9,16.3,,15.7,,18.89514,,16.1,,0.0,0.0,0.0,,,17.2257,70,65,15.14794,0.0,8.020834,E ,10.02604,C ,21.0,1011.023,,0.0,-21.74603
2012-10-15 00:00:00.0,21.47569,26.2,18.3,,17.5,,19.51945,,18.1,,23.0,11.0,4.0,,,19.16331,78,77,16.79261,3.05,6.724307,E ,8.405384,C ,21.6,1002.851,,0.0,-22.82503
2012-10-16 00:00:00.0,15.89375,19.6,13.5,,13.1,,18.26251,,13.1,,13.0,25.00002,2.0,,,17.51678,100,100,15.38398,0.5833333,9.667362,W ,12.0842,C ,38.4,994.5784,,0.0,-4.232998
2012-10-17 00:00:00.0,17.15764,22.3,14.7,,13.9,,18.14721,,13.9,,0.0,0.0,0.0,,,15.95526,84,80,13.96302,0.0,7.994444,W ,9.993055,C ,31.1,1006.027,,0.0,-10.043
2012-10-18 00:00:00.0,16.06805,23.5,8.1,,7.2,,18.34097,,7.3,,1.8,0.0,0.0,,,14.17561,78,72,12.06471,0.0,3.640278,E ,4.550348,C ,17.6,1011.383,,0.0,-9.047002
2012-10-19 00:00:00.0,17.23472,22.6,13.9,,12.9,,17.94444,,13.7,,0.4,2.0,0.8,,,16.40461,87,88,14.35904,0.1166667,4.688194,NE,5.860242,C ,30.1,1007.401,,0.0,-9.960001
2012-10-20 00:00:00.0,17.11459,25.9,11.2,,10.7,,18.02222,,10.7,,0.6,0.8,0.6,,,16.93628,87,87,14.8267,0.4833333,2.304861,C ,2.881076,C ,13.1,1007.527,,0.0,-8.797997
2012-10-21 00:00:00.0,17.69722,26.5,11.1,,10.6,,18.75417,,10.7,,29.8,22.8,4.8,,,16.95596,85,80,14.81439,2.883333,4.83125,E ,6.039063,C ,27.0,1004.869,,0.0,-8.881001
2012-10-22 00:00:00.0,17.30486,20.1,14.9,,14.3,,18.25487,,14.4,,24.2,30.0,12.2,,,18.48289,95,91,16.2224,0.0,6.773612,E ,8.467015,C ,35.6,995.3558,,0.0,-12.36701
2012-10-23 00:00:00.0,15.34583,20.2,12.6,,11.8,,17.59028,,11.9,,0.0,1.2,0.4,,,14.64184,87,84,12.64128,0.0,7.940973,W ,9.926216,C ,41.4,1001.96,,0.0,-4.481995
2012-10-24 00:00:00.0,16.66805,24.8,7.7,,7.1,,17.44514,,7.3,,0.0,0.0,0.0,,,13.19602,71,58,11.02423,0.0,5.877084,W ,7.346354,C ,29.8,1008.357,,0.0,-8.797999
2012-10-25 00:00:00.0,18.40555,27.0,8.8,,8.1,,18.68403,,8.1,,0.0,0.0,0.0,,,13.64519,69,54,11.48526,0.0,3.095834,C ,3.869793,C ,21.0,1010.303,,0.0,-11.62
2012-10-26 00:00:00.0,21.26875,28.7,14.0,,12.9,,20.06736,,13.8,,0.0,0.0,0.0,,,15.74633,62,58,13.73843,0.0,4.386805,NE,5.483506,C ,19.7,1007.995,,0.0,-19.42202
2012-10-27 00:00:00.0,22.58681,29.5,13.9,,13.3,,20.97569,,13.9,,0.0,0.0,0.0,,,17.60207,66,58,15.47466,0.0,5.506945,SE,6.883681,C ,21.8,1008.273,,0.0,-20.08602
2012-10-28 00:00:00.0,22.52083,27.8,17.2,,16.7,,21.5118,,16.9,,85.79999,1.2,0.8,,,19.83398,74,62,17.32329,3.483334,6.209723,E ,7.762154,C ,20.0,1008.583,,0.0,-22.65903
2012-10-29 00:00:00.0,20.25556,23.2,17.5,,17.1,,20.66875,,17.1,,22.00001,105.7999,42.4,,,22.39897,97,99,19.27617,4.95,7.952776,E ,9.94097,C ,43.5,1004.371,,0.0,-22.57603
2012-10-30 00:00:00.0,19.23194,23.7,16.3,,16.0,,20.57361,,16.2,,0.0,0.8,0.4,,,17.43863,81,75,15.32588,0.0,7.637499,S ,9.546874,C ,28.2,1008.899,,0.0,-17.59602
2012-10-31 00:00:00.0,18.43472,24.3,11.6,,10.8,,20.66805,,10.9,,0.2,0.2,0.2,,,16.23757,80,73,14.21505,0.0,3.661805,C ,4.577257,C ,19.7,1010.368,,0.0,-12.69901
2012-11-01 00:00:00.0,20.42639,29.3,12.2,,11.4,,21.33333,,11.6,,0.0,0.0,0.0,,,17.42033,75,65,15.24613,2.266667,2.880556,C ,3.600695,C ,19.8,1010.73,,0.0,-15.10601
2012-11-02 00:00:00.0,21.925,31.2,12.2,,11.2,,22.18611,,11.4,,0.0,0.0,0.0,,,14.74552,63,46,12.53608,4.833333,2.451388,C ,3.064235,C ,14.0,1010.422,,0.0,-16.76602
2012-11-03 00:00:00.0,23.0993,31.1,15.0,,14.1,,22.62222,,14.8,,0.0,0.0,0.0,,,18.67027,66,51,16.39252,5.4,5.038889,W ,6.298612,C ,26.1,1009.165,,0.0,-19.92002
2012-11-04 00:00:00.0,23.52569,30.2,17.0,,16.4,,23.53056,,16.8,,0.0,0.0,0.0,,,19.56766,70,67,17.09623,0.0,4.630556,E ,5.788195,C ,15.4,1009.732,,0.0,-22.90803
2012-11-05 00:00:00.0,25.45973,32.8,18.1,,17.3,,23.93819,,17.9,,0.0,0.0,0.0,,,19.62943,65,60,17.13174,1.2,4.270138,C ,5.337672,C ,23.4,1008.268,,0.0,-23.90403
2012-11-06 00:00:00.0,26.25833,34.9,18.5,,17.9,,24.36945,,18.3,,0.0,0.0,0.0,,,21.46183,66,53,18.59126,6.549998,4.345832,C ,5.43229,C ,22.7,1007.218,,0.0,-23.90403
2012-11-07 00:00:00.0,27.02291,34.7,18.5,,17.6,,24.80139,,18.2,,0.0,0.0,0.0,,,19.9979,59,51,17.42792,0.0,4.536806,C ,5.671008,C ,24.2,1005.797,,0.0,-23.90403
2012-11-08 00:00:00.0,28.02709,34.0,20.6,,19.5,,24.95695,,20.3,,0.0,0.0,0.0,,,19.0892,50,45,16.72029,0.0,7.507639,NE,9.384549,C ,29.4,1000.404,,0.0,-23.90403
2012-11-09 00:00:00.0,22.51458,29.7,15.0,,14.0,,22.87987,,14.5,,62.6,62.6,32.4,,,19.08321,80,82,16.52589,0.45,8.789582,SE,10.98698,C ,45.0,1004.188,,0.0,-15.43801
2012-11-10 00:00:00.0,15.5625,21.2,10.9,,10.5,,20.49097,,10.6,,0.0,0.0,0.0,,,13.1008,74,69,10.9206,0.0,8.837502,SE,11.04688,C ,27.7,1014.766,,0.0,-6.308001
2012-11-11 00:00:00.0,17.0625,21.6,12.3,,12.0,,20.38403,,12.1,,0.0,0.0,0.0,,,13.7959,72,64,11.74695,0.0,7.00139,SE,8.751737,C ,23.9,1017.27,,0.0,-12.78201
2012-11-12 00:00:00.0,17.8618,23.2,12.8,,12.1,,20.62431,,12.4,,0.0,0.0,0.0,,,13.90585,69,61,11.85166,0.0,6.679862,E ,8.349828,C ,26.8,1019.804,,0.0,-13.11401
2012-11-13 00:00:00.0,18.13334,23.6,10.0,,9.0,,20.71597,,9.6,,0.0,0.0,0.0,,,14.0263,68,62,11.95551,0.0,5.979165,E ,7.473956,C ,24.1,1019.815,,0.0,-14.02701
2012-11-14 00:00:00.0,19.75139,24.6,15.1,,14.3,,21.40069,,14.9,,0.0,0.0,0.0,,,15.81233,68,65,13.80638,0.0,6.700001,E ,8.375001,C ,26.9,1016.446,,0.0,-20.16902
2012-11-15 00:00:00.0,21.18403,25.7,15.8,,15.0,,22.23125,,15.6,,0.0,0.0,0.0,,,15.62046,64,58,13.5551,0.0,5.659722,E ,7.074652,C ,17.7,1012.452,,0.0,-21.58002
2012-11-16 00:00:00.0,22.20555,28.1,15.5,,14.7,,22.7132,,15.1,,0.0,0.0,0.0,,,17.68197,69,61,15.44868,1.466667,3.995138,E ,4.993922,C ,17.5,1013.131,,0.0,-20.50102
2012-11-17 00:00:00.0,22.97778,28.5,16.8,,15.9,,23.17014,,16.3,,3.4,0.0,0.0,,,19.50023,70,63,17.07913,0.8666667,6.09653,E ,7.620663,C ,21.3,1013.634,,0.0,-21.99503
2012-11-18 00:00:00.0,21.80833,25.3,18.4,,17.7,,22.94723,,18.0,,0.4,3.8,1.6,,,21.28658,87,84,18.47126,5.733333,2.870834,C ,3.588542,C ,21.3,1010.788,,0.0,-22.41003
2012-11-19 00:00:00.0,22.56112,31.0,14.8,,14.1,,23.45208,,14.3,,0.0,0.0,0.0,,,19.07915,73,65,16.70819,1.416667,2.951389,W ,3.689237,C ,19.7,1008.142,,0.0,-19.83702
2012-11-20 00:00:00.0,24.18264,31.1,16.2,,15.4,,24.80486,,15.6,,0.0,0.0,0.0,,,21.06005,71,63,18.2808,1.1,4.394444,E ,5.493055,C ,20.7,1008.89,,0.0,-21.74603
2012-11-21 00:00:00.0,26.35069,32.8,20.9,,20.1,,25.04583,,20.6,,12.4,0.0,0.0,,,19.909,58,52,17.34991,0.0,7.926387,NE,9.907984,C ,27.6,1006.173,,0.0,-23.90403
2012-11-22 00:00:00.0,22.84445,28.4,19.2,,18.4,,23.10694,,18.5,,15.2,27.6,6.0,,,20.39691,82,89,17.76635,1.0,6.956251,S ,8.695314,C ,32.3,1004.91,,0.0,-21.82903
2012-11-23 00:00:00.0,18.23889,24.1,15.4,,14.6,,21.69027,,14.8,,0.0,0.0,0.0,,,17.50329,86,84,15.39721,0.0,5.027777,S ,6.284721,C ,20.2,1010.029,,0.0,-15.02301
2012-11-24 00:00:00.0,19.00417,26.2,9.7,,8.6,,22.20694,,9.0,,0.0,0.0,0.0,,,12.33075,61,46,9.803954,0.2666667,6.149999,C ,7.687498,C ,27.4,1013.285,,0.0,-12.78201
2012-11-25 00:00:00.0,18.41111,24.4,9.1,,8.5,,21.23125,,9.3,,10.8,0.0,0.0,,,11.0487,53,49,8.29784,0.06666667,5.566665,NE,6.958332,C ,19.9,1014.721,,0.0,-16.76601
2012-11-26 00:00:00.0,19.96598,26.5,12.8,,12.0,,21.41389,,12.0,,0.0,10.8,9.2,,,15.60473,70,68,13.4075,0.05,5.321527,E ,6.651909,C ,29.7,1011.262,,0.0,-16.35101
2012-11-27 00:00:00.0,23.23333,33.5,13.5,,12.8,,23.01597,,12.9,,0.0,0.0,0.0,,,17.71737,65,53,15.48303,0.8833334,4.701389,C ,5.876736,C ,26.2,1002.941,,0.0,-18.42602
2012-11-28 00:00:00.0,23.08333,27.9,19.4,,18.6,,23.4125,,19.1,,0.0,0.0,0.0,,,15.3093,57,53,13.20444,0.0,9.821529,E ,12.27691,C ,29.6,1004.682,,0.0,-23.90403
2012-11-29 00:00:00.0,20.89793,25.8,15.7,,15.1,,23.0514,,15.4,,15.2,0.0,0.0,,,15.83814,64,61,13.78882,0.0,11.38958,E ,14.23698,C ,32.3,1010.769,,0.0,-21.99503
2012-11-30 00:00:00.0,21.81181,26.9,17.5,,17.1,,22.90486,,17.2,,0.0,15.2,9.0,,,19.09222,79,77,16.71776,1.816667,7.418749,W ,9.273436,C ,29.7,1008.483,,0.0,-19.33902
2012-12-01 00:00:00.0,21.3361,30.2,12.1,,11.3,,23.29305,,11.5,,0.0,0.0,0.0,,,14.52465,63,49,12.41224,0.9000001,3.852083,W ,4.815104,C ,22.3,1009.484,,0.0,-16.51702
2012-12-02 00:00:00.0,24.27847,32.1,15.5,,14.7,,24.41042,,15.3,,8.0,0.0,0.0,,,17.20498,58,50,15.08368,0.0,4.813194,C ,6.016493,C ,23.7,1005.122,,0.0,-19.75402
2012-12-03 00:00:00.0,25.99028,33.4,19.6,,18.7,,25.74167,,19.1,,0.0,8.0,2.8,,,23.89477,73,65,20.31178,1.116667,4.604166,W ,5.755208,C ,35.9,1004.84,,0.0,-23.90403
2012-12-04 00:00:00.0,26.08611,32.7,20.4,,19.5,,26.66042,,20.0,,0.0,0.0,0.0,,,24.40342,73,65,20.6839,0.0,5.244444,E ,6.555555,C ,24.7,1007.961,,0.0,-23.90403
2012-12-05 00:00:00.0,27.44167,33.8,23.4,,22.6,,27.19514,,23.1,,18.6,0.0,0.0,,,25.09041,71,62,21.13128,0.15,5.722222,E ,7.152778,C ,21.4,1003.97,,0.0,-23.90403
2012-12-06 00:00:00.0,23.78264,26.0,22.6,,22.2,,25.26805,,22.2,,63.00001,79.99998,22.6,,,27.89455,96,97,22.86754,11.18334,5.575694,E ,6.969617,C ,34.7,995.268,,0.0,-23.90403
2012-12-07 00:00:00.0,21.5257,25.9,16.3,,15.4,,24.81667,,15.9,,0.0,1.6,1.6,,,15.01623,66,60,12.93208,0.0,8.074303,W ,10.09288,C ,39.9,1004.508,,0.0,-18.26002
2012-12-08 00:00:00.0,21.64375,30.1,12.3,,11.5,,24.44861,,12.2,,0.0,0.0,0.0,,,15.45636,65,55,13.4235,0.25,5.515973,C ,6.894966,C ,27.9,1009.056,,0.0,-17.18102
2012-12-09 00:00:00.0,24.26875,32.8,14.6,,13.8,,25.15417,,14.0,,0.0,0.0,0.0,,,17.93215,63,50,15.73573,0.8166667,5.103473,C ,6.379342,C ,25.4,1006.031,,0.0,-18.67502
2012-12-10 00:00:00.0,23.10347,32.8,18.1,,17.6,,24.39652,,17.7,,46.00001,45.80001,23.8,,,20.18034,77,80,17.58163,1.4,6.938891,N ,8.673614,C ,52.2,997.7083,,0.0,-22.49303
2012-12-11 00:00:00.0,22.33889,31.3,14.6,,13.5,,24.53819,,13.8,,0.0,0.2,0.2,,,17.56344,69,59,15.39875,0.0,3.571528,W ,4.46441,C ,17.8,1000.716,,0.0,-20.00302
2012-12-12 00:00:00.0,24.52569,33.4,14.9,,14.1,,25.26806,,14.2,,0.0,0.0,0.0,,,19.05193,63,57,16.63353,0.0,5.122222,C ,6.402778,C ,23.9,999.9833,,0.0,-19.67102
2012-12-13 00:00:00.0,24.91528,31.2,15.6,,14.6,,25.85277,,15.6,,0.0,0.0,0.0,,,13.08808,50,48,10.64589,0.0,3.448611,C ,4.310764,C ,19.9,1007.366,,0.0,-21.08202
2012-12-14 00:00:00.0,22.6125,29.9,15.7,,14.8,,24.29653,,15.6,,0.6,0.6,0.6,,,17.97364,65,55,15.74118,0.7333333,5.786805,NE,7.233506,C ,32.2,1005.876,,0.0,-21.66302
2012-12-15 00:00:00.0,24.97431,33.3,17.2,,16.6,,25.50486,,16.9,,1.4,0.0,0.0,,,21.76334,70,59,18.77674,0.0,3.000001,C ,3.750001,C ,15.0,1004.378,,0.0,-22.24403
2012-12-16 00:00:00.0,22.70764,25.9,18.3,,17.5,,25.0125,,18.0,,4.0,5.4,1.6,,,22.50192,87,88,19.3353,6.566667,3.647222,C ,4.559027,C ,21.1,1001.244,,0.0,-23.15703
2012-12-17 00:00:00.0,20.90277,27.1,13.1,,12.0,,23.82223,,12.9,,0.0,0.0,0.0,,,13.70766,59,48,11.45637,2.383333,4.906942,W ,6.133678,C ,26.1,1004.831,,0.0,-19.92002
2012-12-18 00:00:00.0,19.5875,25.7,13.0,,12.3,,23.14931,,12.4,,0.0,0.0,0.0,,,18.19135,77,69,15.93872,6.933331,5.474999,E ,6.843749,C ,23.3,1003.504,,0.0,-17.26402
2012-12-19 00:00:00.0,23.42128,28.2,20.3,,19.7,,23.50992,,20.0,,79.8,70.8,31.0,,,24.3124,84,81,20.56095,2.483333,7.662412,E ,9.578014,C ,23.1,998.9345,,0.0,-23.40603
2012-12-20 00:00:00.0,22.34513,26.9,18.9,,18.4,,24.08541,,18.5,,0.0,8.999999,2.6,,,19.7416,79,73,17.02915,0.6,6.76736,S ,8.4592,C ,32.2,1000.87,,0.0,-22.24403
2012-12-21 00:00:00.0,22.13611,30.2,14.1,,13.1,,24.37847,,14.0,,0.0,0.0,0.0,,,12.70119,53,43,10.24154,0.0,3.204166,C ,4.005208,C ,14.4,1012.001,,0.0,-17.51302
2012-12-22 00:00:00.0,23.16389,31.3,14.3,,13.7,,24.16389,,14.3,,0.0,0.0,0.0,,,14.5591,52,44,12.4963,0.0,7.597916,NE,9.497395,C ,30.1,1011.155,,0.0,-18.92402
2012-12-23 00:00:00.0,26.16806,33.2,19.0,,18.4,,24.8868,,18.8,,0.0,0.0,0.0,,,19.5644,58,57,16.94716,0.0,6.081945,NE,7.602432,C ,19.1,1005.125,,0.0,-23.90403
2012-12-24 00:00:00.0,30.45069,36.6,23.9,,22.8,,27.03125,,23.4,,20.0,0.0,0.0,,,30.24888,67,63,24.20444,0.0,8.510418,NE,10.63802,C ,35.5,996.5956,,0.0,-23.90403
2012-12-25 00:00:00.0,24.31319,32.5,18.4,,17.4,,26.52917,,17.6,,0.8,20.8,12.4,,,18.80903,73,69,16.12794,2.35,7.299998,W ,9.124997,C ,41.4,999.4686,,0.0,-21.41402
2012-12-26 00:00:00.0,19.22917,24.6,14.4,,13.7,,25.01458,,14.5,,0.0,0.0,0.0,,,13.64887,65,61,11.54951,0.0,6.231945,S ,7.789931,C ,28.8,1011.539,,0.0,-14.27601
2012-12-27 00:00:00.0,19.57361,26.1,12.7,,11.8,,23.7743,,12.3,,0.0,0.0,0.0,,,15.66316,67,63,13.6557,0.1,4.779168,E ,5.973959,C ,16.4,1013.164,,0.0,-18.50902
2012-12-28 00:00:00.0,22.34027,28.5,15.9,,15.3,,24.3493,,15.7,,0.0,0.0,0.0,,,16.62911,63,56,14.6012,0.0,6.729167,N ,8.411459,C ,27.9,1009.617,,0.0,-21.91203
2012-12-29 00:00:00.0,24.11945,29.8,17.2,,16.3,,25.04306,,16.9,,0.0,0.0,0.0,,,18.61229,64,59,16.34796,0.5666667,4.55625,W ,5.695313,C ,23.6,1006.729,,0.0,-22.49303
2012-12-30 00:00:00.0,26.63055,34.8,18.9,,18.2,,26.21458,,18.8,,0.0,0.0,0.0,,,21.50035,61,55,18.63535,2.633333,6.470834,N ,8.088542,C ,30.4,1003.886,,0.0,-23.90403
2012-12-31 00:00:00.0,25.85625,32.2,20.1,,19.6,,25.93541,,19.4,,3.2,3.2,2.8,,,21.62072,69,72,18.35862,2.35,8.7625,N ,10.95313,C ,43.0,1003.007,,0.0,-23.07403
2013-01-01 00:00:00.0,17.31389,22.4,11.2,,10.1,,23.65278,,11.0,,0.0,0.0,0.0,,,11.33527,64,58,8.780041,0.0,7.696526,W ,9.620657,C ,36.5,1015.062,,0.0,-8.050997
2013-01-02 00:00:00.0,18.03125,25.4,8.4,,7.7,,23.1375,,8.3,,0.0,0.0,0.0,,,12.06647,58,49,9.660942,0.4,4.605556,E ,5.756945,C ,18.5,1016.919,,0.0,-15.77001
2013-01-03 00:00:00.0,21.5507,27.6,14.7,,13.9,,23.46945,,14.6,,0.0,0.0,0.0,,,14.9385,58,50,12.94064,0.0,7.122223,NE,8.902779,C ,24.9,1013.815,,0.0,-19.58802
2013-01-04 00:00:00.0,25.71597,32.5,18.3,,17.5,,24.75972,,18.1,,18.2,17.8,12.0,,,20.55402,66,58,17.85416,2.283333,6.115278,E ,7.644097,C ,52.3,1009.571,,0.0,-23.90403
